Empresa,Empresa Limpa,Categoria,Pergunta,Nota,Observações
Devolutiva pizza napoletana,pizza napoletana,5,Tem fichas técnicas completas e atualizadas dos produtos/pratos?,5,"Sim, possuem todas as fichas, atualiza mensalmente (custos, etc)"
Devolutiva pizza napoletana,pizza napoletana,6,Tem controle de estoque com inventário periódico?,4,"Sim, possuem controle de estoque semanal (inventário), mas em planilhas do excel"
Devolutiva pizza napoletana,pizza napoletana,7,"Possui e acompanha indicadores financeiros definidos (lucro, margem de contribuição, ticket médio, ponto de equilíbrio)?",4,"não possuem ticket médio, não contam quantos clientes entram. Sabem apenas o fechamento das comandas, onde no geral mais de 1 pessoa usa a mesma"
Devolutiva pizza napoletana,pizza napoletana,8,"Trabalha com precificação estruturada (considerando custos, concorrência, valor)?",5,"SIm, todos os custos, concorrentes, taxas de cartões. tudinho"
Devolutiva pizza napoletana,pizza napoletana,9,Tem dívidas/empréstimos ativos? Estão controlados e planejados?,5,
Devolutiva pizza napoletana,pizza napoletana,10,Qual sistema (ERP/planilhas) utiliza? (Nome específico),0,Tronsoft
Devolutiva pizza napoletana,pizza napoletana,11,A empresa conhece com clareza seu público-alvo/persona?,4,Não possuem personas para trabalhar um mkt mais direcionado
Devolutiva pizza napoletana,pizza napoletana,12,Possui um posicionamento definido (proposta de valor) e diferenciais competitivos claros e comunicados?,3,"Podem melhorar nessa parte. Precisam se posicionar melhor, mostrar mais os diferenciais"
Devolutiva pizza napoletana,pizza napoletana,13,Conhece e analisa periodicamente seus principais concorrentes?,4,"Sim, informalmente analisam. Sempre que podem frequentam outros restaurantes, estão sempre a par das novidades e etc"
Devolutiva pizza napoletana,pizza napoletana,14,Participa de eventos ou ações de visibilidade local/setorial relevantes?,1,Não
Devolutiva pizza napoletana,pizza napoletana,15,"Trabalha o storytelling da marca (história, propósito, origem) na comunicação?",2,"Trabalharam no inicio da empresa, onde criaram videos contando a história de como a empresa surgiu. POdem explorar mais"
Devolutiva pizza napoletana,pizza napoletana,16,"Possui material institucional (cardápio, embalagens) bem apresentado e alinhado à marca?",4,
Devolutiva pizza napoletana,pizza napoletana,17,"Avalia o retorno das ações de marketing (comentários, avaliações online/offline)?",4,"Sim, geralmente ocorre crescimento de seguidores, engajamento e etc, mas não ocorre retorno financeiro. Possuem um amigo que ajuda no trafego pago, mas pode ser melhor"
Devolutiva pizza napoletana,pizza napoletana,18,A empresa mantém perfis ativos e estratégicos nas redes sociais relevantes?,4,Precisam direcionar melhor para o publico alvo. Persona!
Devolutiva pizza napoletana,pizza napoletana,19,"Há produção frequente e diversificada de conteúdo de qualidade (stories, reels, fotos, vídeos)?",4,"Sim, possuem um fotógrafo que vai até o local (vai ir hoje inclusive), que tira fotos, faz vídeos e edita."
Devolutiva pizza napoletana,pizza napoletana,20,Há um responsável (interno/externo) com expertise gerenciando as redes sociais?,1,"Não tem ninguém específico para a função. Um dos sócios faz, sem planejamento"
Devolutiva pizza napoletana,pizza napoletana,21,Tem um calendário editorial ou planejamento de conteúdo?,1,"nada, sem planejamento."
Devolutiva pizza napoletana,pizza napoletana,22,Está atento e adapta conteúdos virais/tendências relevantes para a marca?,3,Pouco
Devolutiva pizza napoletana,pizza napoletana,23,"Interage com o público (comentários, directs) de forma rápida e personalizada?",5,"Sempre respondem prontamente, interagem"
Devolutiva pizza napoletana,pizza napoletana,24,Utiliza ferramentas e tem habilidade para edição de imagem e vídeo de qualidade?,4,Usa o canva para editar imagens. A pessoa que ajuda usa o capcut 
Devolutiva pizza napoletana,pizza napoletana,25,Tem estratégia e investimento em impulsionamento/tráfego pago?,4,Pode melhorar
Devolutiva pizza napoletana,pizza napoletana,26,Trabalha com influenciadores ou parceiros digitais de forma estratégica?,3,"Ja trabalharam com 1, mas não deu certo. Não era o público dele (o beliscador). Ja pensaram e fazer com outro, mas era um valor muito elevado. Vão repensar"
Devolutiva pizza napoletana,pizza napoletana,27,"Oferece links de fácil acesso (bio) para cardápio, contato e pedidos?",3,Possuem o link do site (cardápio)
Devolutiva pizza napoletana,pizza napoletana,28,"Possui canais de vendas digitais ativos e bem gerenciados (iFood, site, WhatsApp)?",4,"ifood, link com cardapio/site com whatsapp business"
Devolutiva pizza napoletana,pizza napoletana,29,"Acompanha e utiliza métricas das redes sociais (alcance, engajamento, conversões) para otimizar?",4,
Devolutiva pizza napoletana,pizza napoletana,30,Quais perfis ativos a empresa possui? (Listar plataformas),0,https://www.instagram.com/margueritas.pizza/ / https://margueritaspizza.com.br/
Devolutiva pizza napoletana,pizza napoletana,31,Quais ferramentas de edição de imagem/vídeo utiliza? (Nomes),0,Canva - fotografo usa o capcut
Devolutiva pizza napoletana,pizza napoletana,32,A empresa já utiliza alguma ferramenta de Inteligência Artificial de forma integrada no dia a dia?,1,"Utiliza um pouco o chatgpt, mas não para a empresa. Apenas coisas pessoais"
Devolutiva pizza napoletana,pizza napoletana,33,"Usa ferramentas como ChatGPT/Gemini para criar ideias, conteúdos ou resolver problemas?",2,
Devolutiva pizza napoletana,pizza napoletana,34,"Usa IA para gerar textos (descrições, posts, cardápios) com revisão humana?",1,
Devolutiva pizza napoletana,pizza napoletana,35,Utiliza IA para criação ou inspiração de imagens/elementos visuais?,1,
Devolutiva pizza napoletana,pizza napoletana,36,Utiliza assistentes virtuais ou chatbots para atendimento ao cliente?,1,
Devolutiva pizza napoletana,pizza napoletana,37,Quais ferramentas de IA utiliza no dia a dia? (Nomes),0,nào usa
Devolutiva pizza napoletana,pizza napoletana,38,Utiliza estratégias ativas e contínuas de prospecção ou vendas?,1,
Devolutiva pizza napoletana,pizza napoletana,39,Tem base de clientes organizada (preferencialmente CRM) e utilizada para relacionamento/vendas?,1,"Possuem os registros dos clientes da tele entrega, mas não utilizam para nada"
Devolutiva pizza napoletana,pizza napoletana,40,Realiza ações estruturadas de fidelização ou recompra?,1,"Ja estão com o cartão fidelidade pronto, mas não botaram em pratica ainda"
Devolutiva pizza napoletana,pizza napoletana,41,"Tem processos de atendimento e vendas padronizados, conhecidos e seguidos pela equipe?",1,
Devolutiva pizza napoletana,pizza napoletana,42,Trabalha com ações promocionais ou sazonalidades de venda de forma planejada e estratégica?,3,Pizza de sabor especial de 2 em 2 meses
Devolutiva pizza napoletana,pizza napoletana,43,"Faz parcerias estratégicas com canais locais, marketplaces ou distribuidores?",3,Apenas ifood
Devolutiva pizza napoletana,pizza napoletana,44,Há definição clara e formalizada de funções e responsabilidades para todos os cargos?,2,
Devolutiva pizza napoletana,pizza napoletana,45,Possui treinamentos recorrentes para desenvolver a equipe (técnico/comportamental)?,3,
Devolutiva pizza napoletana,pizza napoletana,46,Os colaboradores possuem remuneração variável atrelada a metas/desempenho?,1,
Devolutiva pizza napoletana,pizza napoletana,47,Realiza reuniões periódicas eficazes com a equipe para alinhamento e comunicação?,1,"faziam reuniões antigamente, mas viram que gerava mais discórdia. Acabaram abolindo"
Devolutiva pizza napoletana,pizza napoletana,48,Realiza pesquisa de clima organizacional e implementa planos de ação?,1,
Devolutiva pizza napoletana,pizza napoletana,49,Possui plano de carreira estruturado e transparente para os colaboradores?,3,
Devolutiva pizza napoletana,pizza napoletana,50,"Existe uma cultura organizacional clara (Missão, Visão, Valores), disseminada e vivenciada?",2,"POssuem, mas não é vivenciado. Precisam melhorar isso"
Devolutiva pizza napoletana,pizza napoletana,51,Qual o número total de colaboradores?,0,"3 funcionários fixos, 2 sócios e 1 extra"
Devolutiva pizza napoletana,pizza napoletana,52,"Possui Manual de Boas Práticas (MBP), POPs exigidos pela VS, atualizados e em uso (com registros)?",1,não
Devolutiva pizza napoletana,pizza napoletana,53,Tem controle e ações para redução de perdas e desperdícios?,2,"Pouco desperdício, por isso não controlam tanto. Estoque pequeno"
Devolutiva pizza napoletana,pizza napoletana,54,"O layout da cozinha/produção permite fluxo adequado (""marcha avante""), evita contaminação cruzada e otimiza processos?",5,"SIm, possuem uma linha de produção. Por ser apenas 1 produto, funciona muito bem"
Devolutiva pizza napoletana,pizza napoletana,55,"Utiliza sistema para gestão de pedidos, produção (KDS), atendimento e estoque?",5,
Devolutiva pizza napoletana,pizza napoletana,56,"Ocorrem compras emergenciais? Se sim, com qual frequência?",5,"Antes era mais, agora é menos. Possuem planinilha pra irem marcando o está faltando o que diminuiu isso compras emergenciais"
Devolutiva pizza napoletana,pizza napoletana,57,Possui rotinas definidas e registradas (planilhas) de limpeza e segurança alimentar?,3,"Planilha de temperatura. Planilha de limpeza não tem, mas possuem uma rotina especifica"
Devolutiva pizza napoletana,pizza napoletana,58,Possui plano e registros de manutenção preventiva e corretiva dos equipamentos?,3,"Anual da fermentadora, ar condicionados e motor do balcão refrigerado"
Devolutiva RUA,RUA,1,A empresa possui controle de entrada e saída de caixa?,3,Controle em planilhas. Mas nem sempre está em dia
Devolutiva RUA,RUA,2,Qual o nível de utilização de sistema (ERP/planilhas) para gestão?,3,"Sistema não ta abastecido, com isso não gera indicadores, mas poderia gerar"
Devolutiva RUA,RUA,3,Tem DRE (Demonstrativo de Resultado do Exercício) mensal atualizado e utilizado?,2,"Não sabe bem como funciona. Não sabe analisar os indicadores. Não faz DRE mensal. Foi explicado, mas na consultoria é bom retomar com calma e aplicar ele completo"
Devolutiva RUA,RUA,4,Possui CMV (Custo de Mercadoria Vendida) apurado mensalmente com precisão?,3,"Possui fichas técnicas, atualiza os valores, mas poderia ser bem melhor. Não conseguem interpretar muito as fichas técnicas. Precisam de auxilio nisso"
Devolutiva RUA,RUA,5,Tem fichas técnicas completas e atualizadas dos produtos/pratos?,4,"Possui, mas não estão boas. As formulas estào desatualizadas"
Devolutiva RUA,RUA,6,Tem controle de estoque com inventário periódico?,1,"Não tem controle. Faz compras mensais, mas é desorganizado e sem controle"
Devolutiva RUA,RUA,7,"Possui e acompanha indicadores financeiros definidos (lucro, margem de contribuição, ticket médio, ponto de equilíbrio)?",1,Não acompanham. Apenas fluxo de caixa
Devolutiva RUA,RUA,8,"Trabalha com precificação estruturada (considerando custos, concorrência, valor)?",3,"custo (cmv) e concorrencia,  ""e seja o que deus quiser"" - tem a percepção que a margem ta muito baixa"
Devolutiva RUA,RUA,9,Tem dívidas/empréstimos ativos? Estão controlados e planejados?,3,
Devolutiva RUA,RUA,10,Qual sistema (ERP/planilhas) utiliza? (Nome específico),0,Consumer
Devolutiva RUA,RUA,11,A empresa conhece com clareza seu público-alvo/persona?,4,
Devolutiva RUA,RUA,12,Possui um posicionamento definido (proposta de valor) e diferenciais competitivos claros e comunicados?,3,Sabe que precisam comunicar melhor. Não deixam bem claro no momento da divulgação e mkt
Devolutiva RUA,RUA,13,Conhece e analisa periodicamente seus principais concorrentes?,3,"Apenas acompanha pelas redes sociais, analisando preços e etc. Não costuma frequentar o local e fazer uma analise mais profunda"
Devolutiva RUA,RUA,14,Participa de eventos ou ações de visibilidade local/setorial relevantes?,1,
Devolutiva RUA,RUA,15,"Trabalha o storytelling da marca (história, propósito, origem) na comunicação?",3,"Ja trabalharam no início da marca, mas podem trabalhar mais, melhor e de novo"
Devolutiva RUA,RUA,16,"Possui material institucional (cardápio, embalagens) bem apresentado e alinhado à marca?",3,"Possuem cardápio de papel impresso, com a identidade do espaço. Sabem que precisam melhorar, mas não cheagaram a fazer algo definitivo pois estavaam esperando a consultoria"
Devolutiva RUA,RUA,17,"Avalia o retorno das ações de marketing (comentários, avaliações online/offline)?",2,"Acompanham apenas conforme a vendas e o movimento. Se divulgam um prato específico, conseguem sentir que aquele prato tem mais saída nos próximos dias. Mais no feeling"
Devolutiva RUA,RUA,18,A empresa mantém perfis ativos e estratégicos nas redes sociais relevantes?,4,"Sim, bem ativo, com bastante engajamento e seguidores "
Devolutiva RUA,RUA,19,"Há produção frequente e diversificada de conteúdo de qualidade (stories, reels, fotos, vídeos)?",3,"Publicam diariamente nos stories. No feed poderia ser melhor, apesar de ser ativo, não possuem um cronograma ou planejamento. Falta de tempo"
Devolutiva RUA,RUA,20,Há um responsável (interno/externo) com expertise gerenciando as redes sociais?,3,Próprio gestor que é responsavel por cuidar das redes
Devolutiva RUA,RUA,21,Tem um calendário editorial ou planejamento de conteúdo?,1,
Devolutiva RUA,RUA,22,Está atento e adapta conteúdos virais/tendências relevantes para a marca?,2,"Até acompanham, mas no geral não aplicam"
Devolutiva RUA,RUA,23,"Interage com o público (comentários, directs) de forma rápida e personalizada?",4,"Sim, sempre respondem o mais rápido possivel, de forma personalizada"
Devolutiva RUA,RUA,24,Utiliza ferramentas e tem habilidade para edição de imagem e vídeo de qualidade?,1,não
Devolutiva RUA,RUA,25,Tem estratégia e investimento em impulsionamento/tráfego pago?,4,
Devolutiva RUA,RUA,26,Trabalha com influenciadores ou parceiros digitais de forma estratégica?,4,"SIm, ja trabalham diversas vezes, e gerou bastante resultado"
Devolutiva RUA,RUA,27,"Oferece links de fácil acesso (bio) para cardápio, contato e pedidos?",2,Apenas link do cardápio
Devolutiva RUA,RUA,28,"Possui canais de vendas digitais ativos e bem gerenciados (iFood, site, WhatsApp)?",4,
Devolutiva RUA,RUA,29,"Acompanha e utiliza métricas das redes sociais (alcance, engajamento, conversões) para otimizar?",4,
Devolutiva RUA,RUA,30,Quais perfis ativos a empresa possui? (Listar plataformas),0,https://www.instagram.com/rua_poa/
Devolutiva RUA,RUA,31,Quais ferramentas de edição de imagem/vídeo utiliza? (Nomes),0,canva e capcut básico
Devolutiva RUA,RUA,32,A empresa já utiliza alguma ferramenta de Inteligência Artificial de forma integrada no dia a dia?,1,
Devolutiva RUA,RUA,33,"Usa ferramentas como ChatGPT/Gemini para criar ideias, conteúdos ou resolver problemas?",1,"Baixaram o chatGPT e estão começando a usar, mas ainda nada para a empresa. Apenas se familiarizando"
Devolutiva RUA,RUA,34,"Usa IA para gerar textos (descrições, posts, cardápios) com revisão humana?",1,não sente nessecidade...
Devolutiva RUA,RUA,35,Utiliza IA para criação ou inspiração de imagens/elementos visuais?,1,
Devolutiva RUA,RUA,36,Utiliza assistentes virtuais ou chatbots para atendimento ao cliente?,1,
Devolutiva RUA,RUA,37,Quais ferramentas de IA utiliza no dia a dia? (Nomes),1,
Devolutiva RUA,RUA,38,Utiliza estratégias ativas e contínuas de prospecção ou vendas?,1,não
Devolutiva RUA,RUA,39,Tem base de clientes organizada (preferencialmente CRM) e utilizada para relacionamento/vendas?,2,"ja usaram, possuem dos clientes da tele entrega, mas atualmente não usam"
Devolutiva RUA,RUA,40,Realiza ações estruturadas de fidelização ou recompra?,4,fidelidade e cashback
Devolutiva RUA,RUA,41,"Tem processos de atendimento e vendas padronizados, conhecidos e seguidos pela equipe?",3,"Fazem treinamento quando o funcionário entra na empresa, mas tudo informal, apenas verbalmente. Não possuem nada registrado"
Devolutiva RUA,RUA,42,Trabalha com ações promocionais ou sazonalidades de venda de forma planejada e estratégica?,1,
Devolutiva RUA,RUA,43,"Faz parcerias estratégicas com canais locais, marketplaces ou distribuidores?",1,
Devolutiva RUA,RUA,44,Há definição clara e formalizada de funções e responsabilidades para todos os cargos?,2,"Apenas verbalmente, nada formalizado"
Devolutiva RUA,RUA,45,Possui treinamentos recorrentes para desenvolver a equipe (técnico/comportamental)?,1,
Devolutiva RUA,RUA,46,Os colaboradores possuem remuneração variável atrelada a metas/desempenho?,2,"Sim, os 10% sempre vai para o funcionário"
Devolutiva RUA,RUA,47,Realiza reuniões periódicas eficazes com a equipe para alinhamento e comunicação?,1,
Devolutiva RUA,RUA,48,Realiza pesquisa de clima organizacional e implementa planos de ação?,1,Não e gostaria muito de fazer
Devolutiva RUA,RUA,49,Possui plano de carreira estruturado e transparente para os colaboradores?,3,
Devolutiva RUA,RUA,50,"Existe uma cultura organizacional clara (Missão, Visão, Valores), disseminada e vivenciada?",1,Não e precisam melhorar isso
Devolutiva RUA,RUA,51,Qual o número total de colaboradores?,0,"2 sócios, 2 atendentes 1 aux cozinha, 1 moto boy (terceirizado) - atualmente"
Devolutiva RUA,RUA,52,"Possui Manual de Boas Práticas (MBP), POPs exigidos pela VS, atualizados e em uso (com registros)?",1,
Devolutiva RUA,RUA,53,Tem controle e ações para redução de perdas e desperdícios?,1,"Possuem muito desperdicio, mas não sabem como ajeitar. Precisam de ajuda"
Devolutiva RUA,RUA,54,"O layout da cozinha/produção permite fluxo adequado (""marcha avante""), evita contaminação cruzada e otimiza processos?",1,"""Layout horrivel"" - palavras do gestor. Cozinha pequea e desorganizada"
Devolutiva RUA,RUA,55,"Utiliza sistema para gestão de pedidos, produção (KDS), atendimento e estoque?",3,"Atendente faz o pedido na mão (papel e caneta) e após isso, passa para o sistema que sai diretamente na cozinha"
Devolutiva RUA,RUA,56,"Ocorrem compras emergenciais? Se sim, com qual frequência?",1,Diariamente
Devolutiva RUA,RUA,57,Possui rotinas definidas e registradas (planilhas) de limpeza e segurança alimentar?,1,Não possuem e não sabem o que precisam
Devolutiva RUA,RUA,58,Possui plano e registros de manutenção preventiva e corretiva dos equipamentos?,1,"Não sabem nada, costuma estragar e acaba gerando um ""caos"" "
Devolutiva_Tartoni,Tartoni,1,A empresa possui controle de entrada e saída de caixa?,4,Sim. Controle é feito por planilhas e extrações do sistema Vitibar​Bourbon Shopping Country
Devolutiva_Tartoni,Tartoni,2,Qual o nível de utilização de sistema (ERP/planilhas) para gestão?,4,"Utilizam o sistema Bitbar para vendas e extrações financeiras básicas, mas gestão é feita majoritariamente via planilhas"
Devolutiva_Tartoni,Tartoni,3,Tem DRE (Demonstrativo de Resultado do Exercício) mensal atualizado e utilizado?,5,"Sim. Elaboram DRE mensalmente de forma própria, conciliando planilhas e dados extraídos​"
Devolutiva_Tartoni,Tartoni,4,Possui CMV (Custo de Mercadoria Vendida) apurado mensalmente com precisão?,4,"Sim. CMC controlado mensalmente, meta em torno de 27%, mantendo normalmente entre 28%-30%​"
Devolutiva_Tartoni,Tartoni,5,Tem fichas técnicas completas e atualizadas dos produtos/pratos?,4,"Sim. Possuem fichas técnicas, mas reconhecem que a equipe recorre a elas apenas pontualmente​"
Devolutiva_Tartoni,Tartoni,6,Tem controle de estoque com inventário periódico?,4,Inventário é feito manualmente no início do mês e controle de estoque é por contagem física e percepção​
Devolutiva_Tartoni,Tartoni,7,"Possui e acompanha indicadores financeiros definidos (lucro, margem de contribuição, ticket médio, ponto de equilíbrio)?",4,"Acompanham ticket médio, faturamento, CMV, mas não analisam de forma estratégica a margem de contribuição​
margem - calcula, mas não monitora - fica em 46, 47% - precisa olhar com maior detalhamento - em torno de 95,00 o ticket médio (mas não tem ação em cima)"
Devolutiva_Tartoni,Tartoni,8,"Trabalha com precificação estruturada (considerando custos, concorrência, valor)?",3,Tem alguma coisa que não está tão certa - trabalho com markup de 4 e analisa mercado.Trabalham com markup 4x para alimentos e revisão de mercado para bebidas​
Devolutiva_Tartoni,Tartoni,9,Tem dívidas/empréstimos ativos? Estão controlados e planejados?,3,"conta garantida de 41k e 2 pronampes - 7k e segundo, que começa em seguida - em teoria, em torno de 4000"
Devolutiva_Tartoni,Tartoni,10,Qual sistema (ERP/planilhas) utiliza? (Nome específico),0,Bitbar
Devolutiva_Tartoni,Tartoni,11,A empresa conhece com clareza seu público-alvo/persona?,4,Sim. Público principal de 50+ anos​
Devolutiva_Tartoni,Tartoni,12,Possui um posicionamento definido (proposta de valor) e diferenciais competitivos claros e comunicados?,4,Sim. Restaurante italiano tradicional com proposta de cozinha artesanal​
Devolutiva_Tartoni,Tartoni,13,Conhece e analisa periodicamente seus principais concorrentes?,3,"Conhecem os concorrentes, mas não fazem acompanhamento formal de mercado"
Devolutiva_Tartoni,Tartoni,14,Participa de eventos ou ações de visibilidade local/setorial relevantes?,1,Não participam ativamente de eventos externos​ - tem muita dificuldade de sair daqui de dentro com a equipe.
Devolutiva_Tartoni,Tartoni,15,"Trabalha o storytelling da marca (história, propósito, origem) na comunicação?",2,"Não implementado ainda, mas têm desejo de contar a história da família e da fundadora​"
Devolutiva_Tartoni,Tartoni,16,"Possui material institucional (cardápio, embalagens) bem apresentado e alinhado à marca?",4,cardápio está sendo remodelado e embalagem é personalizada - tem as duas lojas do ifood no mesmo lugar - perdeu raio e eficiencia
Devolutiva_Tartoni,Tartoni,17,"Avalia o retorno das ações de marketing (comentários, avaliações online/offline)?",2,"Não avaliam formalmente. A agência envia relatórios por e-mail, mas sem análise estratégica​"
Devolutiva_Tartoni,Tartoni,18,A empresa mantém perfis ativos e estratégicos nas redes sociais relevantes?,3,no instagram e no facebook
Devolutiva_Tartoni,Tartoni,19,"Há produção frequente e diversificada de conteúdo de qualidade (stories, reels, fotos, vídeos)?",3,"Produzem posts e stories com apoio da agência, mas sem planejamento estratégico de conteúdo viral​"
Devolutiva_Tartoni,Tartoni,20,Há um responsável (interno/externo) com expertise gerenciando as redes sociais?,4,"O marketing é gerenciado por terceiros (amigo + agência Aldeia) sem atuação estratégica clara​.
2500 reais pra gestão de mkt - fazer interçao com a agência de publicidade junto com gerente - empresa aldeia é quem faz as redes sociais - 1800,00 (site, instagram e facebook, google meu negócio"
Devolutiva_Tartoni,Tartoni,21,Tem um calendário editorial ou planejamento de conteúdo?,3,existe um planejamento mensal feito por essa agência que dá suporte
Devolutiva_Tartoni,Tartoni,22,Está atento e adapta conteúdos virais/tendências relevantes para a marca?,3,fazem algumas coisas
Devolutiva_Tartoni,Tartoni,23,"Interage com o público (comentários, directs) de forma rápida e personalizada?",2,"agencia não faz, fernanda eventualmente responde"
Devolutiva_Tartoni,Tartoni,24,Utiliza ferramentas e tem habilidade para edição de imagem e vídeo de qualidade?,3,Dependem da agência para produção de material visual
Devolutiva_Tartoni,Tartoni,25,Tem estratégia e investimento em impulsionamento/tráfego pago?,3,"Sim. Realizam tráfego pago pontual via agência - impulsionam no meta - cerca de 700,00"
Devolutiva_Tartoni,Tartoni,26,Trabalha com influenciadores ou parceiros digitais de forma estratégica?,3,"já chamaram, mas pontualmente - ju palma, poa em dobro, sofias por aí."
Devolutiva_Tartoni,Tartoni,27,"Oferece links de fácil acesso (bio) para cardápio, contato e pedidos?",5,"Sim. Links na bio do Instagram, direcionando para cardápio e contato"
Devolutiva_Tartoni,Tartoni,28,"Possui canais de vendas digitais ativos e bem gerenciados (iFood, site, WhatsApp)?",0,Delivery ocorre apenas via iFood; gestão própria de delivery não foi estruturada​
Devolutiva_Tartoni,Tartoni,29,"Acompanha e utiliza métricas das redes sociais (alcance, engajamento, conversões) para otimizar?",0,Não acompanham métricas de redes sociais diretamente; dependem de relatórios da agência
Devolutiva_Tartoni,Tartoni,30,Quais perfis ativos a empresa possui? (Listar plataformas),0,"Instagram, facebook"
Devolutiva_Tartoni,Tartoni,31,Quais ferramentas de edição de imagem/vídeo utiliza? (Nomes),0,Não utilizam ferramentas internas; dependem da agência
Devolutiva_Tartoni,Tartoni,32,A empresa já utiliza alguma ferramenta de Inteligência Artificial de forma integrada no dia a dia?,1,Não utiliza para o Tartoni
Devolutiva_Tartoni,Tartoni,33,"Usa ferramentas como ChatGPT/Gemini para criar ideias, conteúdos ou resolver problemas?",1,não
Devolutiva_Tartoni,Tartoni,34,"Usa IA para gerar textos (descrições, posts, cardápios) com revisão humana?",1,não
Devolutiva_Tartoni,Tartoni,35,Utiliza IA para criação ou inspiração de imagens/elementos visuais?,1,não
Devolutiva_Tartoni,Tartoni,36,Utiliza assistentes virtuais ou chatbots para atendimento ao cliente?,1,não
Devolutiva_Tartoni,Tartoni,37,Quais ferramentas de IA utiliza no dia a dia? (Nomes),0,não
Devolutiva_Tartoni,Tartoni,38,Utiliza estratégias ativas e contínuas de prospecção ou vendas?,3,"as vezes mandam um e-mail mkt e lista de transmissão para evento de jantar harmonizado, mas não se usa com periodicidade"
Devolutiva_Tartoni,Tartoni,39,Tem base de clientes organizada (preferencialmente CRM) e utilizada para relacionamento/vendas?,3,"tem cadastro de clientes, mas não é utilizado"
Devolutiva_Tartoni,Tartoni,40,Realiza ações estruturadas de fidelização ou recompra?,1,"Já tiveram programa de fidelidade, com um aplicativo. Mas eram sempre os mesmos clientes. "
Devolutiva_Tartoni,Tartoni,41,"Tem processos de atendimento e vendas padronizados, conhecidos e seguidos pela equipe?",4,"Atendimento padronizado, com treinamento. 2 dos 5 garçons trabalham há 20 e 10 anos"
Devolutiva_Tartoni,Tartoni,42,Trabalha com ações promocionais ou sazonalidades de venda de forma planejada e estratégica?,3,Não existe de forma estratégica. Trabalham promoções como Festival de Massas no inverno​
Devolutiva_Tartoni,Tartoni,43,"Faz parcerias estratégicas com canais locais, marketplaces ou distribuidores?",3,estão no poa em dobro hoje
Devolutiva_Tartoni,Tartoni,44,Há definição clara e formalizada de funções e responsabilidades para todos os cargos?,4,"Sim, cada profissional sabe das suas funções - se tem um documento, com descrição de cargos"
Devolutiva_Tartoni,Tartoni,45,Possui treinamentos recorrentes para desenvolver a equipe (técnico/comportamental)?,3,"Treinamentos são realizados internamente, focados principalmente em boas práticas e atendimento​, mas não de forma recorrente."
Devolutiva_Tartoni,Tartoni,46,Os colaboradores possuem remuneração variável atrelada a metas/desempenho?,4,CMV e meta por garçom - se o garçom vender x reais - paga mesmo se não lucro - e tem uma meta global baseada em lucratividade - tem negociação de aluguel até maio - possui fluxo onde confere as conciliações bancárias 220 mil de salão + tele + 10%
Devolutiva_Tartoni,Tartoni,47,Realiza reuniões periódicas eficazes com a equipe para alinhamento e comunicação?,4," Sim. Realizam reuniões mensais com as equipes - com os lideres, faz todas as terças-feiras."
Devolutiva_Tartoni,Tartoni,48,Realiza pesquisa de clima organizacional e implementa planos de ação?,4,consultor já fez duas pesquisas em cima disso e tomaram ações.
Devolutiva_Tartoni,Tartoni,49,Possui plano de carreira estruturado e transparente para os colaboradores?,1,"não, estão pensando em fazer"
Devolutiva_Tartoni,Tartoni,50,"Existe uma cultura organizacional clara (Missão, Visão, Valores), disseminada e vivenciada?",3,"Cultura é vivida no dia a dia (valores como bom atendimento e qualidade), mas missão, visão e valores não estão formalizados​
"
Devolutiva_Tartoni,Tartoni,51,Qual o número total de colaboradores?,0,Aproximadamente 40 colaboradores​Bourbon Shopping Country
Devolutiva_Tartoni,Tartoni,52,"Possui Manual de Boas Práticas (MBP), POPs exigidos pela VS, atualizados e em uso (com registros)?",3,"tem, mas não usa"
Devolutiva_Tartoni,Tartoni,53,Tem controle e ações para redução de perdas e desperdícios?,3,"Todo desperdício é anotado em um caderno, mas não faz muita coisa em cima disso."
Devolutiva_Tartoni,Tartoni,54,"O layout da cozinha/produção permite fluxo adequado (""marcha avante""), evita contaminação cruzada e otimiza processos?",4,Layout da cozinha é adequado para o modelo de operação​
Devolutiva_Tartoni,Tartoni,55,"Utiliza sistema para gestão de pedidos, produção (KDS), atendimento e estoque?",3,Gestão de pedidos
Devolutiva_Tartoni,Tartoni,56,"Ocorrem compras emergenciais? Se sim, com qual frequência?",5,"não é recorrente - só falta se der um movimento inesperado - fazem compras semanais. aLGUNS ITENS COMPRAM EM VOLUME MAIOR, aí não é semanal. "
Devolutiva_Tartoni,Tartoni,57,Possui rotinas definidas e registradas (planilhas) de limpeza e segurança alimentar?,4,Consultora que vem duas vezes por mês e tem os controles
Devolutiva_Tartoni,Tartoni,58,Possui plano e registros de manutenção preventiva e corretiva dos equipamentos?,3,Tem trabalhado com ações corretivas - preventiva é só o que shopping obriga.
Diagnóstico_Boom,Boom,1,A empresa possui controle de entrada e saída de caixa?,3,"na pandemia, usaram todo o fluxo de caixa. Foram abrindo as lojas, que foram comendo o fluxo. Entrou investidor, ajustaram o fluxo, aí entrou a enchente. Hoje, giovanna adianta recebiveis pra pagar as contas - caiu o faturamento. a da goethe fica uns 12k negativo e a trend cobre. Estão com o acompanhamento da Necta.  David acha que giovanna faz pela totvs. 
Sim, existe controle, mas com falhas de análise estratégica. Precisa ser profissionalizado."
